Call_ID	Chr	Start	Ref_Units	Mean_Units	Med_Units	Min_Units	Max_Units	Hits	Instability_Rating	SD	EE50	EE100	Status	Gene	Region	STR
6.1610949	6	1610949	4	5	5	5	5	188	0	0	0	0	STABLE	FOXC1	exonic	CGG
6.1611317	6	1611317	4	5	5	4	47	190	0.011	4.018	0	0	POLYMORPHIC	FOXC1	exonic	CGG
6.1611568	6	1611568	6	7	7	6	12	190	0.274	0.788	0	0	POLYMORPHIC	FOXC1	exonic	CGG
6.1611783	6	1611783	7	8	8	7	11	191	0.249	0.695	0	0	POLYMORPHIC	FOXC1	exonic	CGG
6.1611907	6	1611907	6	7	7	6	46	191	0.016	3.323	0	0	POLYMORPHIC	FOXC1	exonic	CGG
6.16238656	6	16238656	7	8	8	7	11	191	0.008	0.241	0	0	POLYMORPHIC	GMPR	UTR5	CGG
6.163414602	6	163414602	9	11	10	0	46	173	0.171	8.863	0	0	POLYMORPHIC	CAHM->QKI	upstream	CGG
6.163414796	6	163414796	4	5	5	0	51	181	0.086	4.065	1	0	POLYMORPHIC	QKI	UTR5	CGG
6.163415144	6	163415144	7	8	8	5	15	190	0.042	0.662	0	0	POLYMORPHIC	QKI	UTR5	CGG
6.165662086	6	165662086	3	4	4	4	4	191	0	0	0	0	STABLE	PDE10A	exonic	CGG
6.165662162	6	165662162	4	5	5	4	26	190	0.011	1.53	0	0	POLYMORPHIC	PDE10A	exonic	CGG
6.165662232	6	165662232	11	13	13	0	37	190	0.071	2.912	0	0	POLYMORPHIC	PDE10A	exonic	CGG
6.165662349	6	165662349	6	8	7	0	46	190	0.121	6.105	0	0	POLYMORPHIC	PDE10A	exonic	CGG
6.165662536	6	165662536	5	6	6	0	43	190	0.042	4.166	0	0	POLYMORPHIC	PDE10A	exonic	CGG
6.165663207	6	165663207	6	7	7	7	7	191	0	0	0	0	STABLE	PDE10A	UTR5	CGG
6.165663262	6	165663262	7	8	8	7	21	191	0.079	1.044	0	0	POLYMORPHIC	PDE10A	upstream	CGG
6.166308114	6	166308114	3	4	4	4	4	191	0	0	0	0	STABLE	PRR18	exonic	CGG
6.16760461	6	16760461	6	7	7	7	7	191	0	0	0	0	STABLE	ATXN1	intronic	CGG
6.16760902	6	16760902	3	4	4	2	23	190	0.008	1.389	0	0	POLYMORPHIC	ATXN1	intronic	CGG
6.167986343	6	167986343	3	4	4	4	4	191	0	0	0	0	STABLE	HGC6.3->KIF25-AS1	intergenic	CGG
6.169168433	6	169168433	4	5	5	5	5	191	0	0	0	0	STABLE	LINC01615->LINC02544	intergenic	CGG
6.169723918	6	169723918	3	4	4	0	5	190	0.008	0.585	0	0	POLYMORPHIC	PHF10	exonic	CGG
6.169723985	6	169723985	13	12	13	0	45	119	0.408	11.402	0	0	POLYMORPHIC	PHF10	UTR5	CGG
6.169724112	6	169724112	5	6	6	0	49	155	0.165	7.063	0	0	POLYMORPHIC	PHF10	UTR5	CGG
6.169724214	6	169724214	3	4	4	2	19	184	0.005	1.116	0	0	POLYMORPHIC	PHF10	UTR5	CGG
6.170290400	6	170290400	3	4	4	4	23	191	0.003	1.375	0	0	POLYMORPHIC	DLL1	UTR5	CGG
6.170290656	6	170290656	3	4	4	4	4	191	0	0	0	0	STABLE	DLL1	UTR5	CGG
6.170290709	6	170290709	3	4	4	4	4	191	0	0	0	0	STABLE	DLL1->FAM120B	UTR5	CGG
6.17987528	6	17987528	6	7	7	2	36	178	0.034	2.292	0	0	POLYMORPHIC	KIF13A	UTR5	CGG
6.17987684	6	17987684	8	8	9	0	15	112	0.321	5.149	0	0	POLYMORPHIC	KIF13A	upstream	CGG
6.18155437	6	18155437	6	7	7	7	7	191	0	0	0	0	STABLE	KDM1B	UTR5	CGG
6.18264167	6	18264167	3	4	4	4	4	191	0	0	0	0	STABLE	DEK	intronic	CGG
6.18264440	6	18264440	3	4	4	4	4	191	0	0	0	0	STABLE	DEK	UTR5	CGG
6.19837875	6	19837875	7	8	8	5	9	191	0.01	0.25	0	0	POLYMORPHIC	ID4	exonic	CGG
6.20401941	6	20401941	3	4	4	4	4	191	0	0	0	0	STABLE	E2F3	UTR5	CGG
6.20402307	6	20402307	3	4	4	4	37	191	0.005	2.389	0	0	POLYMORPHIC	E2F3	exonic	CGG
6.20402364	6	20402364	9	10	10	9	53	191	0.026	3.14	1	0	POLYMORPHIC	E2F3	exonic	CGG
6.20402594	6	20402594	8	9	9	9	35	191	0.01	2.249	0	0	POLYMORPHIC	E2F3	exonic	CGG
6.21595037	6	21595037	5	5	6	3	6	191	0.497	0.34	0	0	POLYMORPHIC	SOX4	exonic	CGG
6.21595198	6	21595198	5	6	6	6	7	191	0.005	0.102	0	0	POLYMORPHIC	SOX4	exonic	CGG
6.21595228	6	21595228	8	9	9	8	11	191	0.016	0.279	0	0	POLYMORPHIC	SOX4	exonic	CGG
6.21596822	6	21596822	3	4	4	4	7	191	0.003	0.217	0	0	POLYMORPHIC	SOX4	UTR3	CGG
6.24126153	6	24126153	8	14	14	4	20	191	0.793	2.078	0	0	POLYMORPHIC	NRSN1	upstream	CGG
6.24126251	6	24126251	6	7	7	6	8	191	0.013	0.161	0	0	POLYMORPHIC	NRSN1	UTR5	CGG
6.24646054	6	24646054	3	4	4	4	4	191	0	0	0	0	STABLE	KIAA0319	UTR5	CGG
6.24720287	6	24720287	4	5	5	3	6	191	0.105	0.553	0	0	POLYMORPHIC	C6orf62->GMNN	intergenic	CGG
6.25279120	6	25279120	5	6	6	6	13	191	0.005	0.511	0	0	POLYMORPHIC	CARMIL1	upstream	CGG
6.26521944	6	26521944	3	4	4	4	4	191	0	0	0	0	STABLE	HCG11	ncRNA	CGG
6.28447233	6	28447233	5	6	6	5	6	191	0.003	0.072	0	0	POLYMORPHIC	ZSCAN23->GPX6	intergenic	CGG
6.28814289	6	28814289	4	5	5	4	5	191	0.003	0.072	0	0	POLYMORPHIC	LINC00533->LINC01623	intergenic	CGG
6.2936099	6	2936099	3	4	4	4	4	191	0	0	0	0	STABLE	SERPINB9->SERPINB6	intergenic	CGG
6.31620913	6	31620913	9	11	12	10	16	191	0.615	1.483	0	0	POLYMORPHIC	PRRC2A	intronic	CGG
6.31897663	6	31897663	4	4	4	4	11	191	0.05	0.612	0	0	POLYMORPHIC	EHMT2	exonic	CGG
6.31902046	6	31902046	6	7	7	6	19	191	0.139	0.994	0	0	POLYMORPHIC	ZBTB12	UTR5	CGG
6.32150547	6	32150547	3	4	4	3	4	191	0.5	0	0	0	POLYMORPHIC	PRRT1	exonic	CGG
6.32665109	6	32665109	6	9	11	1	11	191	0.508	1.914	0	0	POLYMORPHIC	HLA-DQB1	intronic	CGG
6.32970909	6	32970909	7	8	8	8	10	191	0.005	0.161	0	0	POLYMORPHIC	BRD2	intronic	CGG
6.33200316	6	33200316	7	8	8	8	37	191	0.005	2.295	0	0	POLYMORPHIC	RXRB	exonic	CGG
6.33208524	6	33208524	5	6	6	6	6	191	0	0	0	0	STABLE	RING1	UTR5	CGG
6.33208610	6	33208610	4	5	5	4	5	191	0.003	0.072	0	0	POLYMORPHIC	RING1	UTR5	CGG
6.33427910	6	33427910	8	9	9	5	31	191	0.183	2.321	0	0	POLYMORPHIC	SYNGAP1	intronic	CGG
6.33427989	6	33427989	6	7	7	2	25	172	0.177	4.705	0	0	POLYMORPHIC	SYNGAP1	intronic	CGG
6.33428239	6	33428239	7	8	8	7	44	191	0.031	3.844	0	0	POLYMORPHIC	SYNGAP1	intronic	CGG
6.33633687	6	33633687	4	5	5	5	43	190	0.003	2.757	0	0	POLYMORPHIC	LOC101929188	ncRNA	CGG
6.34236747	6	34236747	6	6	6	5	7	191	0.238	0.603	0	0	POLYMORPHIC	HMGA1	upstream	CGG
6.34237158	6	34237158	4	5	5	4	5	191	0.008	0.125	0	0	POLYMORPHIC	HMGA1	UTR5	CGG
6.34237221	6	34237221	5	6	6	5	17	191	0.01	0.911	0	0	POLYMORPHIC	HMGA1	UTR5	CGG
6.34237338	6	34237338	5	6	6	0	36	187	0.091	3.39	0	0	POLYMORPHIC	HMGA1	intronic	CGG
6.34263684	6	34263684	5	6	6	6	6	191	0	0	0	0	STABLE	SMIM29->NUDT3	intergenic	CGG
6.34396882	6	34396882	3	4	4	4	4	191	0	0	0	0	STABLE	RPS10-NUDT3	intronic	CGG
6.3457227	6	3457227	5	6	6	5	9	191	0.005	0.229	0	0	POLYMORPHIC	LOC643327	ncRNA	CGG
6.34696809	6	34696809	5	19	35	1	45	191	0.932	7.958	0	0	POLYMORPHIC	LOC101929243	ncRNA	CGG
6.34792127	6	34792127	4	7	8	5	15	191	0.893	3.87	0	0	POLYMORPHIC	UHRF1BP1	UTR5	CGG
6.34889502	6	34889502	19	20	20	12	22	191	0.123	2.726	0	0	POLYMORPHIC	ANKS1A	exonic	CGG
6.35214110	6	35214110	4	5	5	5	5	191	0	0	0	0	STABLE	SCUBE3	UTR5	CGG
6.36196508	6	36196508	5	6	6	6	6	191	0	0	0	0	STABLE	BRPF3	upstream	CGG
6.36196553	6	36196553	3	4	4	4	5	191	0.003	0.072	0	0	POLYMORPHIC	BRPF3	upstream	CGG
6.36196746	6	36196746	7	8	8	8	8	191	0	0	0	0	STABLE	BRPF3	UTR5	CGG
6.36196794	6	36196794	4	5	5	5	21	190	0.005	1.18	0	0	POLYMORPHIC	BRPF3	UTR5	CGG
6.37170231	6	37170231	4	5	5	3	26	191	0.026	2.574	0	0	POLYMORPHIC	PIM1	UTR5	CGG
6.37649099	6	37649099	3	4	4	4	4	191	0	0	0	0	STABLE	MDGA1	exonic	CGG
6.37697159	6	37697159	5	6	6	6	7	190	0.003	0.073	0	0	POLYMORPHIC	MDGA1	UTR5	CGG
6.37819860	6	37819860	5	5	5	5	6	191	0.005	0.102	0	0	POLYMORPHIC	ZFAND3	UTR5	CGG
6.37819899	6	37819899	8	9	9	9	18	191	0.013	1.074	0	0	POLYMORPHIC	ZFAND3	UTR5	CGG
6.39191601	6	39191601	5	6	6	5	6	191	0.013	0.16	0	0	POLYMORPHIC	KCNK5	exonic	CGG
6.39313331	6	39313331	3	4	4	4	4	191	0	0	0	0	STABLE	KCNK17	intronic	CGG
6.4021388	6	4021388	6	7	7	7	7	191	0	0	0	0	STABLE	PRPF4B	UTR5	CGG
6.40321812	6	40321812	3	4	4	4	4	191	0	0	0	0	STABLE	MOCS1->LINC00951	intergenic	CGG
6.41072991	6	41072991	5	6	6	5	6	191	0.5	0	0	0	POLYMORPHIC	NFYA	UTR5	CGG
6.41546508	6	41546508	4	4	4	0	43	188	0.138	4.204	0	0	POLYMORPHIC	FOXP4-AS1	ncRNA	CGG
6.41735505	6	41735505	8	8	9	8	9	190	0.5	0	0	0	POLYMORPHIC	TFEB	UTR5	CGG
6.41786632	6	41786632	5	6	6	6	7	191	0.003	0.072	0	0	POLYMORPHIC	PRICKLE4	intronic	CGG
6.42263499	6	42263499	8	9	9	8	9	191	0.497	0.072	0	0	POLYMORPHIC	TRERF1	exonic	CGG
6.42782026	6	42782026	7	8	9	0	14	188	0.963	2.897	0	0	POLYMORPHIC	BICRAL	UTR5	CGG
6.42783157	6	42783157	3	4	4	4	6	191	0.089	0.767	0	0	POLYMORPHIC	BICRAL	intronic	CGG
6.43076278	6	43076278	6	7	7	6	9	191	0.005	0.162	0	0	POLYMORPHIC	PTK7	upstream	CGG
6.43171593	6	43171593	5	6	6	6	6	191	0	0	0	0	STABLE	SRF	UTR5	CGG
6.43171747	6	43171747	4	5	5	4	5	190	0.003	0.073	0	0	POLYMORPHIC	SRF	exonic	CGG
6.43243504	6	43243504	5	6	6	6	7	191	0.005	0.102	0	0	POLYMORPHIC	TTBK1	UTR5	CGG
6.43243571	6	43243571	4	5	5	5	5	191	0	0	0	0	STABLE	TTBK1	UTR5	CGG
6.43243669	6	43243669	8	8	8	8	10	191	0.005	0.161	0	0	POLYMORPHIC	TTBK1	UTR5	CGG
6.43269756	6	43269756	4	5	5	5	5	191	0	0	0	0	STABLE	TTBK1	intronic	CGG
6.43369434	6	43369434	8	9	9	8	10	191	0.005	0.103	0	0	POLYMORPHIC	ZNF318	UTR5	CGG
6.43510155	6	43510155	8	9	9	8	51	191	0.01	3.043	1	0	POLYMORPHIC	LRRC73	UTR5	CGG
6.43581677	6	43581677	5	6	6	0	13	190	0.118	2.462	0	0	POLYMORPHIC	POLH	intronic	CGG
6.43629203	6	43629203	7	8	8	8	41	191	0.018	2.443	0	0	POLYMORPHIC	GTPBP2	UTR5	CGG
6.44002767	6	44002767	9	10	10	5	12	191	0.267	1.192	0	0	POLYMORPHIC	C6orf223	ncRNA	CGG
6.44270781	6	44270781	8	10	9	8	49	190	0.1	5.858	0	0	POLYMORPHIC	TMEM151B	exonic	CGG
6.44270828	6	44270828	8	9	9	8	49	190	0.021	4.364	0	0	POLYMORPHIC	TMEM151B	exonic	CGG
6.44276401	6	44276401	3	4	4	4	4	191	0	0	0	0	STABLE	TMEM151B	exonic	CGG
6.45421777	6	45421777	4	5	5	4	6	191	0.5	0.145	0	0	POLYMORPHIC	RUNX2	intronic	CGG
6.45422024	6	45422024	8	9	9	3	25	191	0.031	1.665	0	0	POLYMORPHIC	RUNX2	intronic	CGG
6.45422750	6	45422750	14	15	15	9	22	191	0.065	2.16	0	0	POLYMORPHIC	RUNX2	exonic	CGG
6.46491196	6	46491196	9	9	9	9	9	191	0	0	0	0	STABLE	RCAN2	UTR5	CGG
6.50714141	6	50714141	12	13	13	12	16	191	0.063	0.55	0	0	POLYMORPHIC	TFAP2D	intronic	CGG
6.5085712	6	5085712	5	6	6	5	6	191	0.047	0.293	0	0	POLYMORPHIC	PPP1R3G	exonic	CGG
6.52504254	6	52504254	3	4	4	4	4	191	0	0	0	0	STABLE	TRAM2	intronic	CGG
6.53348858	6	53348858	4	5	5	5	33	191	0.003	2.026	0	0	POLYMORPHIC	ELOVL5	UTR5	CGG
6.53544953	6	53544953	4	5	5	5	5	191	0	0	0	0	STABLE	GCLC	UTR5	CGG
6.53794991	6	53794991	7	8	8	7	8	191	0.003	0.072	0	0	POLYMORPHIC	LRRC1	UTR5	CGG
6.53795238	6	53795238	6	7	7	7	7	191	0	0	0	0	STABLE	LRRC1	UTR5	CGG
6.56433401	6	56433401	5	6	6	6	6	191	0	0	0	0	STABLE	COL21A1->DST	intergenic	CGG
6.56954936	6	56954936	6	7	7	0	7	190	0.024	1.03	0	0	POLYMORPHIC	BEND6->DST	upstream	CGG
6.63572574	6	63572574	3	3	3	3	4	191	0.037	0.261	0	0	POLYMORPHIC	PTP4A1	UTR5	CGG
6.63635839	6	63635839	3	4	4	4	4	191	0	0	0	0	STABLE	PHF3	UTR5	CGG
6.63635918	6	63635918	3	4	4	4	4	191	0	0	0	0	STABLE	PHF3	UTR5	CGG
6.68635557	6	68635557	5	6	6	6	6	191	0	0	0	0	STABLE	ADGRB3	UTR5	CGG
6.69867388	6	69867388	6	7	7	7	7	191	0	0	0	0	STABLE	COL19A1	intronic	CGG
6.70667859	6	70667859	6	7	7	7	7	191	0	0	0	0	STABLE	SMAP1	upstream	CGG
6.70667979	6	70667979	3	4	4	4	4	191	0	0	0	0	STABLE	SMAP1	UTR5	CGG
6.7107674	6	7107674	11	12	12	10	15	191	0.045	0.542	0	0	POLYMORPHIC	RREB1	upstream	CGG
6.71420488	6	71420488	4	5	5	4	5	191	0.005	0.102	0	0	POLYMORPHIC	LINC00472	ncRNA	CGG
6.71588816	6	71588816	3	4	4	4	4	191	0	0	0	0	STABLE	LINC01626->RIMS1	intergenic	CGG
6.72622256	6	72622256	5	6	6	5	6	191	0.003	0.072	0	0	POLYMORPHIC	KCNQ5	exonic	CGG
6.72622398	6	72622398	3	3	3	3	4	191	0.039	0.27	0	0	POLYMORPHIC	KCNQ5	exonic	CGG
6.73158189	6	73158189	5	8	6	5	29	191	0.097	6.799	0	0	POLYMORPHIC	KCNQ5	intronic	CGG
6.73263040	6	73263040	14	12	10	10	19	191	0.236	4.043	0	0	POLYMORPHIC	KHDC1	UTR5	CGG
6.73404104	6	73404104	4	5	5	4	5	191	0.065	0.338	0	0	POLYMORPHIC	DDX43	intronic	CGG
6.75284722	6	75284722	7	8	8	7	15	191	0.021	1.128	0	0	POLYMORPHIC	TMEM30A	UTR5	CGG
6.75601875	6	75601875	5	6	6	6	19	191	0.003	0.941	0	0	POLYMORPHIC	SENP6	UTR5	CGG
6.7726162	6	7726162	5	6	6	6	6	191	0	0	0	0	STABLE	BMP6	UTR5	CGG
6.7727050	6	7727050	7	8	8	8	8	190	0	0	0	0	STABLE	BMP6	exonic	CGG
6.7727120	6	7727120	5	6	6	6	7	191	0.008	0.125	0	0	POLYMORPHIC	BMP6	exonic	CGG
6.77464129	6	77464129	5	6	6	4	6	191	0.003	0.145	0	0	POLYMORPHIC	HTR1B	upstream	CGG
6.79077107	6	79077107	3	4	4	4	4	191	0	0	0	0	STABLE	PHIP	intronic	CGG
6.79077622	6	79077622	6	6	7	0	21	171	0.301	4.459	0	0	POLYMORPHIC	PHIP	intronic	CGG
6.79077683	6	79077683	3	4	4	0	26	120	0.075	4.366	0	0	POLYMORPHIC	PHIP	intronic	CGG
6.79077780	6	79077780	4	5	5	0	35	176	0.102	3.425	0	0	POLYMORPHIC	PHIP	intronic	CGG
6.7910638	6	7910638	6	7	7	6	18	190	0.084	0.894	0	0	POLYMORPHIC	TXNDC5	exonic	CGG
6.81752022	6	81752022	3	7	9	1	35	191	0.62	4.559	0	0	POLYMORPHIC	TENT5A	exonic	CGG
6.83431054	6	83431054	3	4	4	3	12	191	0.374	0.923	0	0	POLYMORPHIC	ME1	upstream	CGG
6.84033797	6	84033797	6	7	7	7	7	191	0	0	0	0	STABLE	MRAP2	UTR5	CGG
6.84764001	6	84764001	3	4	4	3	4	191	0.003	0.072	0	0	POLYMORPHIC	TBX18	exonic	CGG
6.87122768	6	87122768	6	7	7	6	15	191	0.031	0.833	0	0	POLYMORPHIC	CGA->ZNF292	intergenic	CGG
6.87152052	6	87152052	5	6	6	6	6	191	0	0	0	0	STABLE	CGA->ZNF292	intergenic	CGG
6.90296820	6	90296820	3	4	4	4	23	191	0.005	1.376	0	0	POLYMORPHIC	BACH2	UTR5	CGG
6.93417067	6	93417067	5	6	6	6	6	191	0	0	0	0	STABLE	EPHA7	UTR5	CGG
6.95577670	6	95577670	7	8	8	8	8	191	0	0	0	0	STABLE	MANEA	intronic	CGG
6.96016127	6	96016127	5	6	6	6	6	191	0	0	0	0	STABLE	FUT9	UTR5	CGG
6.96837429	6	96837429	4	5	5	5	15	191	0.005	0.971	0	0	POLYMORPHIC	GPR63	UTR5	CGG
6.98834680	6	98834680	4	5	5	5	6	191	0.005	0.102	0	0	POLYMORPHIC	POU3F2	UTR5	CGG
6.98835587	6	98835587	7	8	8	8	9	191	0.003	0.072	0	0	POLYMORPHIC	POU3F2	exonic	CGG
6.99613541	6	99613541	3	4	4	4	4	191	0	0	0	0	STABLE	PRDM13	exonic	CGG
6.99613749	6	99613749	6	7	7	6	29	191	0.243	1.671	0	0	POLYMORPHIC	PRDM13	exonic	CGG
6.99614308	6	99614308	8	8	8	8	8	191	0	0	0	0	STABLE	PRDM13	exonic	CGG
7.100088993	7	100088993	6	7	7	6	9	191	0.01	0.229	0	0	POLYMORPHIC	COPS6	exonic	CGG
7.100158205	7	100158205	5	6	6	5	6	191	0.021	0.201	0	0	POLYMORPHIC	MAP11	exonic	CGG
7.100271706	7	100271706	5	6	6	5	16	191	0.026	0.752	0	0	POLYMORPHIC	CASTOR3	ncRNA	CGG
7.100272079	7	100272079	3	4	4	4	6	191	0.003	0.145	0	0	POLYMORPHIC	CASTOR3	ncRNA	CGG
7.100428440	7	100428440	5	6	6	6	6	191	0	0	0	0	STABLE	ZCWPW1	intronic	CGG
7.100430064	7	100430064	4	5	5	5	5	191	0	0	0	0	STABLE	MEPCE	exonic	CGG
7.100562643	7	100562643	4	5	5	5	5	191	0	0	0	0	STABLE	AGFG2	exonic	CGG
7.100612657	7	100612657	3	4	4	4	4	191	0	0	0	0	STABLE	MOSPD3	UTR5	CGG
7.100673816	7	100673816	14	14	14	11	21	191	0.306	1.51	0	0	POLYMORPHIC	GNB2	UTR5	CGG
7.100684083	7	100684083	6	7	7	7	22	191	0.008	1.089	0	0	POLYMORPHIC	GIGYF1	exonic	CGG
7.100694313	7	100694313	23	14	13	7	65	174	0.408	9.21	7	0	POLYMORPHIC	GIGYF1	upstream	CGG
7.101303197	7	101303197	3	4	4	4	6	191	0.126	0.94	0	0	POLYMORPHIC	LNCPRESS1->EMSLR	intergenic	CGG
7.101743510	7	101743510	3	4	4	4	4	191	0	0	0	0	STABLE	MYL10->CUX1	intergenic	CGG
7.101743671	7	101743671	6	7	7	6	24	191	0.016	1.365	0	0	POLYMORPHIC	MYL10->CUX1	intergenic	CGG
7.101815906	7	101815906	6	7	7	6	35	183	0.041	2.442	0	0	POLYMORPHIC	CUX1	upstream	CGG
7.101816344	7	101816344	3	4	4	0	24	158	0.057	2.396	0	0	POLYMORPHIC	CUX1	intronic	CGG
7.101816407	7	101816407	10	11	11	0	12	124	0.044	2.305	0	0	POLYMORPHIC	CUX1	intronic	CGG
7.101816757	7	101816757	6	6	7	0	11	129	0.217	5.046	0	0	POLYMORPHIC	CUX1	intronic	CGG
7.102321550	7	102321550	5	6	6	5	6	191	0.003	0.072	0	0	POLYMORPHIC	SH2B2	exonic	CGG
7.102478895	7	102478895	4	5	5	5	5	191	0	0	0	0	STABLE	POLR2J	UTR5	CGG
7.103075555	7	103075555	5	6	6	5	6	191	0.008	0.125	0	0	POLYMORPHIC	ARMC10	intronic	CGG
7.103989357	7	103989357	8	10	11	5	52	191	0.552	4.099	1	0	POLYMORPHIC	RELN	UTR5	CGG
7.103989617	7	103989617	4	5	5	4	35	191	0.037	3.937	0	0	POLYMORPHIC	RELN	UTR5	CGG
7.104328491	7	104328491	4	5	5	5	30	191	0.024	2.094	0	0	POLYMORPHIC	LHFPL3	upstream	CGG
7.104328789	7	104328789	10	11	11	10	12	191	0.008	0.126	0	0	POLYMORPHIC	LHFPL3	exonic	CGG
7.105014152	7	105014152	14	15	15	7	29	191	0.026	1.289	0	0	POLYMORPHIC	KMT2E	UTR5	CGG
7.105388923	7	105388923	6	7	7	6	28	190	0.034	1.71	0	0	POLYMORPHIC	SRPK2	UTR5	CGG
7.105639142	7	105639142	9	10	10	10	12	191	0.018	0.377	0	0	POLYMORPHIC	ATXN7L1	intronic	CGG
7.106284570	7	106284570	4	5	5	3	6	190	0.024	0.344	0	0	POLYMORPHIC	NAMPT	intronic	CGG
7.106284672	7	106284672	3	4	4	4	32	191	0.037	2.864	0	0	POLYMORPHIC	NAMPT	intronic	CGG
7.106660430	7	106660430	7	8	8	3	8	191	0.003	0.362	0	0	POLYMORPHIC	CCDC71L	exonic	CGG
7.106660862	7	106660862	5	6	6	5	6	191	0.003	0.072	0	0	POLYMORPHIC	CCDC71L	exonic	CGG
7.106661010	7	106661010	5	6	6	5	6	191	0.003	0.072	0	0	POLYMORPHIC	CCDC71L	UTR5	CGG
7.107791079	7	107791079	3	4	4	4	4	191	0	0	0	0	STABLE	SLC26A3	exonic	CGG
7.112939753	7	112939753	8	9	9	8	12	191	0.018	0.279	0	0	POLYMORPHIC	BMT2	UTR5	CGG
7.113086571	7	113086571	12	12	12	10	12	191	0.013	0.203	0	0	POLYMORPHIC	GPR85	UTR5	CGG
7.114087621	7	114087621	8	9	9	3	9	183	0.019	0.672	0	0	POLYMORPHIC	PPP1R3A->NONE	intergenic	CGG
7.116862569	7	116862569	7	8	8	8	8	190	0	0	0	0	STABLE	CAPZA2	UTR5	CGG
7.116953444	7	116953444	7	8	8	0	48	188	0.082	4.897	0	0	POLYMORPHIC	ST7-AS1	ncRNA	CGG
7.117873335	7	117873335	9	10	10	9	10	191	0.5	0	0	0	POLYMORPHIC	CTTNBP2	exonic	CGG
7.11832134	7	11832134	7	8	8	8	8	191	0	0	0	0	STABLE	THSD7A	UTR5	CGG
7.120273819	7	120273819	4	5	5	4	5	191	0.003	0.072	0	0	POLYMORPHIC	KCND2	UTR5	CGG
7.120857967	7	120857967	6	10	7	7	49	191	0.107	14.076	0	0	POLYMORPHIC	TSPAN12	UTR5	CGG
7.121873639	7	121873639	4	5	5	5	5	191	0	0	0	0	STABLE	PTPRZ1	intronic	CGG
7.122886181	7	122886181	4	5	5	4	5	191	0.003	0.072	0	0	POLYMORPHIC	CADPS2	exonic	CGG
7.1229980	7	1229980	7	10	9	7	51	191	0.809	9.293	1	0	POLYMORPHIC	ZFAND2A-DT->UNCX	intergenic	CGG
7.1232922	7	1232922	4	6	5	0	38	190	0.118	4.826	0	0	POLYMORPHIC	UNCX	UTR5	CGG
7.1233147	7	1233147	4	5	5	5	5	191	0	0	0	0	STABLE	UNCX	exonic	CGG
7.1233203	7	1233203	4	5	5	5	5	191	0	0	0	0	STABLE	UNCX	exonic	CGG
7.1236091	7	1236091	4	5	5	4	33	191	0.016	2.239	0	0	POLYMORPHIC	UNCX	exonic	CGG
7.1236125	7	1236125	3	4	4	3	17	190	0.026	1.101	0	0	POLYMORPHIC	UNCX	exonic	CGG
7.1236431	7	1236431	6	7	7	6	8	187	0.021	0.205	0	0	POLYMORPHIC	UNCX	exonic	CGG
7.123748701	7	123748701	4	5	5	5	22	191	0.008	1.358	0	0	POLYMORPHIC	WASL	exonic	CGG
7.123749039	7	123749039	4	5	5	5	5	191	0	0	0	0	STABLE	WASL	upstream	CGG
7.1246564	7	1246564	3	4	4	4	4	191	0	0	0	0	STABLE	UNCX->MICALL2	intergenic	CGG
7.1247403	7	1247403	3	4	4	4	4	191	0	0	0	0	STABLE	UNCX->MICALL2	intergenic	CGG
7.127252857	7	127252857	8	9	9	8	11	191	0.018	0.229	0	0	POLYMORPHIC	GRM8	UTR5	CGG
7.127513489	7	127513489	10	11	11	10	12	191	0.008	0.126	0	0	POLYMORPHIC	LOC100506682->GCC1	intergenic	CGG
7.127588386	7	127588386	5	6	6	5	6	191	0.003	0.072	0	0	POLYMORPHIC	ARF5	upstream	CGG
7.128031734	7	128031734	5	6	6	0	30	127	0.15	5.133	0	0	POLYMORPHIC	SND1	intronic	CGG
7.128135861	7	128135861	5	6	6	6	13	191	0.123	0.658	0	0	POLYMORPHIC	SND1->MIR129-1	intergenic	CGG
7.128351981	7	128351981	4	5	5	4	5	191	0.003	0.072	0	0	POLYMORPHIC	PRRT4	exonic	CGG
7.128352110	7	128352110	3	4	4	4	4	190	0	0	0	0	STABLE	PRRT4	exonic	CGG
7.128405911	7	128405911	5	6	6	5	32	191	0.052	2.078	0	0	POLYMORPHIC	IMPDH1	UTR5	CGG
7.128531785	7	128531785	4	5	5	5	40	191	0.008	2.544	0	0	POLYMORPHIC	METTL2B->LINC01000	intergenic	CGG
7.129126311	7	129126311	5	6	6	6	6	191	0	0	0	0	STABLE	LOC407835	ncRNA	CGG
7.129144961	7	129144961	5	6	6	5	6	191	0.013	0.16	0	0	POLYMORPHIC	TSPAN33	UTR5	CGG
7.129611701	7	129611701	6	7	7	7	7	191	0	0	0	0	STABLE	NRF1	upstream	CGG
7.129771652	7	129771652	4	5	5	5	6	191	0.003	0.072	0	0	POLYMORPHIC	MIR182->MIR96	intergenic	CGG
7.129780828	7	129780828	4	4	5	4	5	191	0.5	0	0	0	POLYMORPHIC	MIR183->UBE2H	intergenic	CGG
7.129952689	7	129952689	4	5	5	4	6	191	0.005	0.103	0	0	POLYMORPHIC	UBE2H	UTR5	CGG
7.130734168	7	130734168	12	13	13	8	19	159	0.053	0.745	0	0	POLYMORPHIC	KLF14	UTR5	CGG
7.131108217	7	131108217	7	8	8	8	8	191	0	0	0	0	STABLE	LINC-PINT	ncRNA	CGG
