Call_ID_38	Chr	Start	Gene	Region	Ref_Units	Mean_Units	Med_Units	Min_Units	Max_Units	SD	EE50	EE100	Instability_Rating
11.69817682	chr11	69817682	FGF3	intronic	3	4	4	4	7	0.024	0	0	0
11.69818954	chr11	69818954	FGF3	UTR5	4	5	5	0	31	0.4765	0	0	0.0025
11.70662040	chr11	70662040	SHANK2	intronic	7	8	8	3	16	0.1635	0	0	0.4995
11.72240017	chr11	72240017	PHOX2A	exonic	5	6	6	0	8	0.285	0	0	0.002
11.72642273	chr11	72642273	PDE2A	exonic	6	7	7	1	11	0.1555	0	0	0.001
11.72781709	chr11	72781709	STARD10	intronic	3	4	4	0	25	0.3855	0	0	0.0025
11.73597946	chr11	73597946	FAM168A	UTR5	8	9	9	0	50	0.551	1	0	0.002
11.73760810	chr11	73760810	RAB6A	UTR5	3	4	4	0	57	0.438	1	0	0.0015
11.73761044	chr11	73761044	RAB6A	UTR5	5	6	6	5	27	0.6825	0	0	0.0065
11.74398449	chr11	74398449	MIR548AL->PGM2L1	upstream	6	8	7	0	55	2.889	2	0	0.0845
11.74683518	chr11	74683518	POLD3->CHRDL2	intergenic	4	5	5	0	6	0.2645	0	0	0.002
11.74731367	chr11	74731367	CHRDL2	UTR5	3	4	4	3	10	0.2175	0	0	0.0025
11.747442	chr11	747442	TALDO1	upstream	7	8	8	0	26	0.7355	0	0	0.0175
11.74749049	chr11	74749049	RNF169	exonic	5	5	5	1	39	0.5135	0	0	0.008
11.75351730	chr11	75351730	ARRB1	upstream	8	9	9	0	36	0.9115	0	0	0.0225
11.75430324	chr11	75430324	KLHL35	exonic	4	5	5	0	31	0.4015	0	0	0.0035
11.75668223	chr11	75668223	MAP6	exonic	7	8	8	0	48	1.963	0	0	0.014
11.75668915	chr11	75668915	MAP6	upstream	7	8	8	1	42	0.4595	0	0	0.0015
11.75669012	chr11	75669012	MAP6	upstream	5	6	6	6	41	0.576	0	0	0.0015
11.75815245	chr11	75815245	UVRAG	UTR5	9	9	9	1	61	1.257	2	0	0.023
11.76381067	chr11	76381067	THAP12	UTR5	5	6	6	0	47	0.6725	0	0	0.0025
11.76860956	chr11	76860956	ACER3	UTR5	6	7	7	0	12	0.2145	0	0	0.0035
11.77473668	chr11	77473668	PAK1	UTR5	4	5	5	0	48	2.1675	0	0	0.026
11.77474216	chr11	77474216	PAK1	upstream	6	7	7	5	28	0.7935	0	0	0.063
11.77820687	chr11	77820687	RSF1	exonic	8	9	9	5	15	0.1115	0	0	5e-04
11.78209674	chr11	78209674	USP35	exonic	4	5	5	4	6	0.036	0	0	0.001
11.78417705	chr11	78417705	GAB2	exonic	3	4	4	0	42	1.0195	0	0	0.004
11.78903470	chr11	78903470	TENM4	exonic	4	5	5	0	6	0.0955	0	0	0.001
11.798223	chr11	798223	SLC25A22	UTR5	4	5	5	4	19	0.2235	0	0	0.003
11.8019259	chr11	8019259	CASC23->TUB	intergenic	4	5	5	0	20	0.2905	0	0	0.003
11.810013	chr11	810013	RPLP2	UTR5	9	9	10	2	11	2.0655	0	0	0.5955
11.8268201	chr11	8268201	LMO1	intronic	3	4	4	1	5	0.028	0	0	0
11.82732567	chr11	82732567	FAM181B	exonic	5	6	6	1	7	0.104	0	0	0.001
11.832968	chr11	832968	CD151	UTR5	10	10	10	0	19	0.738	0	0	0.2865
11.833459	chr11	833459	CD151	intronic	3	4	4	1	19	0.2665	0	0	0.0065
11.85664229	chr11	85664229	CREBZF	exonic	3	4	4	1	45	0.4865	0	0	5e-04
11.86245123	chr11	86245123	EED	UTR5	4	5	5	4	17	0.3975	0	0	0.481
11.9091568	chr11	9091568	SCUBE2	UTR5	6	7	7	0	46	0.9605	0	0	0.008
11.910860	chr11	910860	CHID1	intronic	3	4	4	3	6	0.1305	0	0	0.008
11.92224981	chr11	92224981	FAT3	UTR5	6	7	7	0	9	0.2265	0	0	0.0015
11.92225792	chr11	92225792	FAT3	intronic	4	5	5	4	6	0.015	0	0	0
11.92226777	chr11	92226777	FAT3	intronic	4	5	5	0	9	0.1	0	0	5e-04
11.9265050	chr11	9265050	DENND5A	exonic	4	5	5	1	53	1.332	4	0	0.0075
11.9265161	chr11	9265161	DENND5A	UTR5	4	5	5	0	50	1.2905	1	0	0.009
11.9265295	chr11	9265295	DENND5A	UTR5	3	4	4	2	51	1.399	1	0	0.005
11.93197808	chr11	93197808	SLC36A4	exonic	6	6	6	2	10	0.1395	0	0	0.0055
11.93330513	chr11	93330513	DEUP1	upstream	4	5	5	0	45	0.339	0	0	0.002
11.93543241	chr11	93543241	SMCO4	intronic	6	8	7	0	52	4.2455	6	0	0.063
11.93543287	chr11	93543287	SMCO4	UTR5	6	7	7	0	45	2.525	0	0	0.0225
11.94544534	chr11	94544534	FUT4	exonic	3	4	4	2	8	0.0915	0	0	0.002
11.94740502	chr11	94740502	LOC105369438	upstream	4	5	5	0	5	0.102	0	0	0.001
11.9573749	chr11	9573749	WEE1	UTR5	5	6	6	0	53	1.0395	1	0	0.0325
11.95789545	chr11	95789545	FAM76B	UTR5	3	4	4	4	6	0.029	0	0	0
12.100573685	chr12	100573685	GAS2L3	UTR5	7	8	8	0	8	0.2025	0	0	5e-04
12.101830714	chr12	101830714	GNPTAB	UTR5	7	7	8	0	30	1.0185	0	0	0.5565
12.101830951	chr12	101830951	GNPTAB	UTR5	6	7	7	0	33	0.683	0	0	0.008
12.101877771	chr12	101877771	DRAM1	UTR5	5	6	6	0	31	0.4755	0	0	0.0115
12.102958363	chr12	102958363	ASCL1	exonic	4	4	5	1	10	0.1605	0	0	0.5
12.103841171	chr12	103841171	NT5DC3	UTR5	5	6	6	0	56	0.754	1	0	0.004
12.104457053	chr12	104457053	CHST11	UTR5	5	6	6	0	20	0.1795	0	0	5e-04
12.104958100	chr12	104958100	SLC41A2	UTR5	5	6	6	0	20	0.4885	0	0	0.0025
12.105236162	chr12	105236162	APPL2	UTR5	3	8	13	0	29	4.0385	0	0	0.591
12.106139196	chr12	106139196	NUAK1	UTR5	7	8	8	0	53	3.2415	19	0	0.154
12.106247570	chr12	106247570	CKAP4	exonic	10	12	11	0	66	3.8755	60	0	0.0505
12.106247621	chr12	106247621	CKAP4	exonic	7	8	8	0	58	2.35	10	0	0.0315
12.106247704	chr12	106247704	CKAP4	exonic	14	14	15	0	58	3.637	24	0	0.693
12.107093550	chr12	107093550	CRY1	upstream	4	5	5	0	24	0.305	0	0	0.0015
12.10723235	chr12	10723235	YBX3	UTR5	3	4	4	0	54	2.221	1	0	0.008
12.107318536	chr12	107318536	BTBD11	UTR5	4	5	5	0	11	0.121	0	0	5e-04
12.107319892	chr12	107319892	BTBD11	exonic	5	6	6	0	47	0.657	0	0	0.003
12.108129304	chr12	108129304	WSCD2	UTR5	6	7	7	2	15	0.1875	0	0	0.0015
12.109052622	chr12	109052622	USP30-AS1	ncRNA	5	7	8	0	23	1.4525	0	0	0.5075
12.109573842	chr12	109573842	MVK	UTR5	9	10	10	3	17	0.3605	0	0	0.003
12.109714197	chr12	109714197	FAM222A	UTR5	11	12	12	1	36	1.744	0	0	0.0865
12.109996273	chr12	109996273	GIT2	UTR5	6	7	7	0	8	0.1185	0	0	5e-04
12.110281207	chr12	110281207	ATP2A2	upstream	3	4	4	0	41	0.629	0	0	0.0025
12.110582935	chr12	110582935	PPTC7	exonic	6	8	7	0	55	5.4635	35	0	0.1125
12.110583032	chr12	110583032	PPTC7	UTR5	4	5	5	0	57	3.2345	14	0	0.0985
12.110583159	chr12	110583159	PPTC7	UTR5	3	4	4	3	24	0.208	0	0	0.0015
12.110583283	chr12	110583283	PPTC7	UTR5	5	6	6	1	55	5.8825	27	0	0.0395
12.111033811	chr12	111033811	CUX2	upstream	4	5	5	0	48	1.586	0	0	0.009
12.111033971	chr12	111033971	CUX2	upstream	10	12	12	0	50	2.6925	3	0	0.04
12.111034861	chr12	111034861	CUX2	intronic	11	12	12	1	46	0.4995	0	0	0.0045
12.111368997	chr12	111368997	PHETA1	UTR5	5	6	6	1	22	0.146	0	0	0.001
12.111406029	chr12	111406029	SH2B3	UTR5	4	5	5	0	23	0.428	0	0	0.0215
12.111842515	chr12	111842515	MAPKAPK5-AS1	ncRNA	9	10	10	9	39	0.4595	0	0	0.0035
12.112382088	chr12	112382088	HECTD4	exonic	10	12	11	0	64	9.2035	370	0	0.07
12.112382328	chr12	112382328	HECTD4	UTR5	10	11	11	1	59	3.6925	25	0	0.226
12.113077655	chr12	113077655	DTX1	exonic	9	10	10	0	53	1.9625	3	0	0.0065
12.113077850	chr12	113077850	DTX1	exonic	8	9	9	0	56	1.248	1	0	0.0595
12.113221502	chr12	113221502	TPCN1	UTR5	8	9	9	0	12	0.2315	0	0	0.498
12.113221554	chr12	113221554	TPCN1	UTR5	5	6	6	0	26	0.6475	0	0	0.0035
12.113476072	chr12	113476072	LHX5-AS1	ncRNA	4	5	5	0	7	0.4095	0	0	0.02
12.11500719	chr12	11500719	LOC440084->LINC01252	intergenic	5	6	6	0	29	0.4965	0	0	0.0105
12.116277238	chr12	116277238	MED13L	UTR5	5	6	6	0	100	3.3885	13	2	0.0885
12.116277398	chr12	116277398	MED13L	UTR5	11	18	25	0	57	8.1305	110	0	0.924
12.116277501	chr12	116277501	MED13L	UTR5	4	5	5	0	54	2.007	3	0	0.021
12.116277801	chr12	116277801	MED13L	upstream	5	8	6	3	70	10.093	354	0	0.046
12.116910931	chr12	116910931	FBXW8	upstream	5	6	6	0	15	0.209	0	0	0.001
12.117187131	chr12	117187131	FBXO21	intronic	3	4	4	1	11	0.114	0	0	0.0025
12.118061144	chr12	118061144	WSB2	UTR5	4	5	5	1	15	0.1805	0	0	0.002
12.118372676	chr12	118372676	TAOK3	UTR5	6	7	7	0	52	1.522	3	0	0.0045
12.118372867	chr12	118372867	TAOK3	UTR5	5	6	6	0	35	0.4045	0	0	0.004
12.119989306	chr12	119989306	BICDL1	UTR5	5	5	6	4	22	0.234	0	0	0.511
12.119989978	chr12	119989978	BICDL1	exonic	5	6	6	0	55	0.58	1	0	0.002
12.120265737	chr12	120265737	PXN	UTR5	3	4	4	3	31	0.856	0	0	0.0045
12.120347463	chr12	120347463	MSI1	exonic	7	8	8	4	16	0.095	0	0	0
12.120369121	chr12	120369121	MSI1	UTR5	8	9	9	0	43	0.677	0	0	0.008
12.120446385	chr12	120446385	GATC->TRIAP1	upstream	6	7	7	6	15	0.064	0	0	0
12.120469650	chr12	120469650	SRSF9	UTR5	4	4	4	4	6	0.0755	0	0	0.0025
12.120496085	chr12	120496085	DYNLL1	intronic	3	4	4	3	20	0.125	0	0	5e-04
12.120534833	chr12	120534833	RNF10	exonic	5	6	6	0	36	0.4955	0	0	0.014
12.120640904	chr12	120640904	CABP1	exonic	6	7	7	0	48	0.912	0	0	0.0055
12.120641155	chr12	120641155	CABP1	exonic	7	8	8	0	30	0.495	0	0	0.002
12.120823228	chr12	120823228	SPPL3	intronic	5	8	7	0	52	6.143	6	0	0.806
12.120903911	chr12	120903911	SPPL3	UTR5	3	4	4	4	46	0.7765	0	0	0.001
12.120904106	chr12	120904106	SPPL3	UTR5	5	6	6	0	54	1.3955	2	0	0.0055
12.120904148	chr12	120904148	SPPL3	UTR5	5	6	6	0	56	1.8595	1	0	0.014
12.120904249	chr12	120904249	SPPL3	UTR5	5	6	6	1	43	1.1345	0	0	0.0045
12.120904285	chr12	120904285	SPPL3	UTR5	5	6	6	0	54	1.1725	3	0	0.0115
12.12111040	chr12	12111040	MIR1244-1->MIR1244-2->MIR1244-3->MIR1244-4	upstream	6	6	7	2	27	3.0275	0	0	0.2715
12.121296648	chr12	121296648	CAMKK2	UTR5	4	5	5	0	28	0.774	0	0	0.005
12.121466514	chr12	121466514	KDM2B	intronic	7	8	8	7	11	0.6775	0	0	0.0265
12.121467059	chr12	121467059	KDM2B	intronic	4	5	5	0	55	1.264	2	0	0.0065
12.121467259	chr12	121467259	KDM2B	intronic	5	6	6	0	49	1.706	0	0	0.0345
12.121537915	chr12	121537915	KDM2B	intronic	6	7	7	0	41	0.456	0	0	0.003
12.121580486	chr12	121580486	KDM2B	intronic	4	5	5	0	20	1.239	0	0	0.023
12.121626832	chr12	121626832	ORAI1	exonic	3	4	4	3	22	0.4215	0	0	0.497
12.121804112	chr12	121804112	SETD1B	UTR5	6	7	7	0	39	0.809	0	0	0.003
12.121804675	chr12	121804675	SETD1B	intronic	5	6	6	4	64	1.301	3	0	0.0045
12.121812607	chr12	121812607	SETD1B	intronic	3	4	4	4	5	0.021	0	0	0
12.122021827	chr12	122021827	BCL7A	upstream	5	6	6	0	33	0.633	0	0	0.0035
12.122022586	chr12	122022586	BCL7A	intronic	3	4	4	0	100	1.2735	1	1	0.006
12.122022634	chr12	122022634	BCL7A	intronic	4	5	5	0	55	1.9775	1	0	0.022
12.122204563	chr12	122204563	B3GNT4	UTR5	5	6	6	4	42	0.71	0	0	0.2215
12.122422571	chr12	122422571	CLIP1	UTR5	5	6	6	0	50	1.5975	1	0	0.023
12.122422634	chr12	122422634	CLIP1	UTR5	4	5	5	1	32	0.3685	0	0	0.0055
12.12266894	chr12	12266894	LRP6	UTR5	4	5	5	0	49	0.993	0	0	0.068
12.122835536	chr12	122835536	HIP1R	UTR5	3	4	4	4	42	0.6755	0	0	0.0015
12.123150946	chr12	123150946	PITPNM2	UTR5	4	5	5	0	53	2.1225	2	0	0.023
12.123151160	chr12	123151160	PITPNM2	upstream	7	8	8	0	36	0.9475	0	0	0.024
12.123271666	chr12	123271666	CDK2AP1	UTR5	6	7	7	0	49	1.869	0	0	0.0265
12.123364774	chr12	123364774	MIR8072	ncRNA	10	11	11	0	28	0.7495	0	0	0.066
12.123389118	chr12	123389118	KMT5A	UTR5	7	28	28	0	68	7.538	52	0	0.1865
12.123389465	chr12	123389465	KMT5A	exonic	7	11	8	0	70	13.6075	872	0	0.1815
12.123533721	chr12	123533721	RILPL1	upstream	11	12	12	0	53	1.6075	2	0	0.0345
12.123533917	chr12	123533917	RILPL1	upstream	5	6	6	0	52	1.506	1	0	0.0075
12.123584565	chr12	123584565	TMED2	UTR5	8	8	8	4	17	0.4995	0	0	0.065
12.123712521	chr12	123712521	ATP6V0A2	UTR5	3	4	4	1	8	0.064	0	0	5e-04
12.124567591	chr12	124567591	NCOR2	UTR5	15	14	16	1	54	3.8165	4	0	0.6125
12.124993657	chr12	124993657	BRI3BP	UTR5	4	5	5	0	70	1.592	4	0	0.0185
12.125065418	chr12	125065418	AACS	upstream	3	4	4	3	8	0.124	0	0	0.0025
12.125065448	chr12	125065448	AACS	UTR5	5	6	6	0	21	0.559	0	0	0.003
12.125186432	chr12	125186432	TMEM132B	UTR5	7	8	8	0	39	1.181	0	0	0.2755
12.125186490	chr12	125186490	TMEM132B	UTR5	8	9	9	1	16	0.341	0	0	0.008
12.125331076	chr12	125331076	TMEM132B	intronic	3	4	4	4	5	0.011	0	0	0
12.12611939	chr12	12611939	CREBL2	UTR5	4	5	5	4	13	0.095	0	0	0.001
12.128823864	chr12	128823864	SLC15A4	exonic	7	8	8	1	34	0.5985	0	0	0.014
12.128853538	chr12	128853538	GLT1D1	UTR5	3	4	4	1	20	0.2805	0	0	0.002
12.128853567	chr12	128853567	GLT1D1	exonic	4	5	5	1	14	0.16	0	0	0.0015
12.132144073	chr12	132144073	DDX51	exonic	4	6	6	0	43	0.7025	0	0	0.008
12.132490173	chr12	132490173	FBRSL1	UTR5	4	5	5	0	50	1.543	1	0	0.0115
12.132490772	chr12	132490772	FBRSL1	exonic	4	5	5	2	24	0.2435	0	0	0.0135
12.132583612	chr12	132583612	FBRSL1	exonic	4	5	5	0	52	1.3335	1	0	0.0205
12.132761623	chr12	132761623	ANKLE2	exonic	4	6	6	0	6	0.1935	0	0	0.501
12.132887285	chr12	132887285	CHFR	exonic	5	6	6	0	54	0.564	1	0	0.0015
12.132887578	chr12	132887578	CHFR	UTR5	3	4	4	3	14	0.117	0	0	5e-04
12.14365694	chr12	14365694	ATF7IP	UTR5	8	8	8	8	72	1.04	1	0	0.0585
12.1530306	chr12	1530306	LOC107984507	ncRNA	5	6	6	0	52	1.009	1	0	0.256
12.1530983	chr12	1530983	LOC107984507	ncRNA	6	7	7	0	64	1.4145	1	0	0.026
12.1594157	chr12	1594157	FBXL14	UTR5	8	10	10	0	60	5.288	97	0	0.213
12.1594224	chr12	1594224	FBXL14	UTR5	4	6	5	0	63	7.247	47	0	0.0635
12.1594369	chr12	1594369	FBXL14	UTR5	4	5	5	0	60	4.625	23	0	0.037
12.1691027	chr12	1691027	ADIPOR2	upstream	4	5	5	4	34	0.514	0	0	0.002
12.1691082	chr12	1691082	ADIPOR2	UTR5	7	8	8	0	30	0.3525	0	0	0.002
12.174721	chr12	174721	IQSEC3	exonic	3	4	4	0	48	4.2995	0	0	0.056
12.19129773	chr12	19129773	PLEKHA5	UTR5	4	5	5	3	9	0.0655	0	0	0.001
12.19306618	chr12	19306618	PLEKHA5	intronic	6	7	7	3	13	0.1425	0	0	0.0015
12.19439880	chr12	19439880	AEBP2	exonic	11	14	13	0	55	8.739	92	0	0.791
12.19440204	chr12	19440204	AEBP2	exonic	5	6	6	2	55	1.2575	2	0	0.0025
12.2053059	chr12	2053059	CACNA1C	UTR5	4	5	5	4	42	0.3285	0	0	0.0015
12.22334533	chr12	22334533	ST8SIA1	UTR5	3	4	4	0	10	0.1145	0	0	0.0015
12.24563349	chr12	24563349	SOX5	upstream	3	4	4	2	7	0.0395	0	0	0
12.25250876	chr12	25250876	KRAS	UTR5	17	17	17	0	52	2.851	3	0	0.0895
12.25386175	chr12	25386175	KRAS->LMNTD1	intergenic	5	6	6	0	9	0.1875	0	0	0.4965
12.26122223	chr12	26122223	BHLHE41	exonic	3	4	4	2	51	0.8815	1	0	0.003
12.26122283	chr12	26122283	BHLHE41	exonic	13	14	14	2	57	4.2055	31	0	0.0725
12.26122640	chr12	26122640	BHLHE41	exonic	7	8	8	1	26	0.6015	0	0	0.354
12.26126722	chr12	26126722	BHLHE41->SSPN	intergenic	4	5	5	4	6	0.011	0	0	0
12.26833030	chr12	26833030	ITPR2	UTR5	5	6	6	0	13	0.2475	0	0	0.001
12.29783754	chr12	29783754	TMTC1	UTR5	4	5	5	0	33	0.4305	0	0	0.0015
12.29783900	chr12	29783900	TMTC1	UTR5	3	4	4	0	44	1.0075	0	0	0.007
12.3077388	chr12	3077388	TSPAN9	UTR5	6	6	7	0	48	1.0155	0	0	0.689
12.3096119	chr12	3096119	TSPAN9	intronic	3	4	4	4	6	0.0115	0	0	0
12.31590854	chr12	31590854	DENND5B-AS1	ncRNA	5	6	6	4	8	0.0475	0	0	0.001
12.32399402	chr12	32399402	FGD4	upstream	8	9	9	0	52	0.912	1	0	0.454
12.33052924	chr12	33052924	PKP2->SYT10	intergenic	3	4	4	0	32	1.1345	0	0	0.0275
12.3365951	chr12	3365951	LOC100128253	ncRNA	6	7	7	0	24	0.2665	0	0	0.0015
12.3491294	chr12	3491294	THCAT155	ncRNA	6	7	7	0	53	2.0545	4	0	0.011
12.3491758	chr12	3491758	THCAT155	ncRNA	4	5	5	1	49	2.424	0	0	0.015
12.3839153	chr12	3839153	PARP11	intronic	4	5	5	0	30	0.7585	0	0	0.042
12.3920758	chr12	3920758	PARP11->CCND2-AS1	intergenic	5	6	6	6	6	0	0	0	0
12.40105624	chr12	40105624	SLC2A13	exonic	5	6	6	0	34	0.391	0	0	0.002
12.40105897	chr12	40105897	SLC2A13	UTR5	5	6	6	0	43	0.7195	0	0	0.0035
12.42144669	chr12	42144669	GXYLT1	UTR5	4	6	5	3	35	2.4965	0	0	0.1655
12.42144751	chr12	42144751	GXYLT1	UTR5	6	7	7	0	50	0.8175	1	0	0.0015
12.42227056	chr12	42227056	YAF2	intronic	5	6	6	0	50	0.9685	2	0	0.0065
12.42589694	chr12	42589694	PRICKLE1	UTR5	5	6	6	0	47	1.1425	0	0	0.004
12.4269337	chr12	4269337	CCND2-AS1	ncRNA	3	4	4	2	27	0.38	0	0	0.0035
12.45727547	chr12	45727547	LINC00938	ncRNA	4	5	5	1	21	0.392	0	0	0.012
12.45729289	chr12	45729289	ARID2	upstream	5	10	6	0	59	13.025	181	0	0.1685
12.45729666	chr12	45729666	ARID2	UTR5	14	18	17	1	58	7.2605	120	0	0.9695
12.45729725	chr12	45729725	ARID2	UTR5	3	4	4	2	54	4.583	26	0	0.0345
12.45990084	chr12	45990084	SCAF11	intronic	3	4	4	2	9	0.1265	0	0	0.0015
12.460584	chr12	460584	B4GALNT3	intronic	4	5	5	0	7	0.0795	0	0	5e-04
12.48333888	chr12	48333888	ZNF641	downstream	3	4	4	0	50	0.6445	1	0	0.009
12.48957329	chr12	48957329	ARF3	UTR5	6	7	7	0	13	0.3375	0	0	0.0045
12.48971613	chr12	48971613	WNT10B	UTR5	5	6	6	5	27	0.2525	0	0	0
12.49110619	chr12	49110619	LMBR1L	UTR5	3	4	4	4	5	0.0075	0	0	0
12.49188809	chr12	49188809	TUBA1A	UTR5	4	5	5	4	6	0.1135	0	0	0.0065
12.49346736	chr12	49346736	DNAJC22	upstream	3	4	4	4	16	0.1095	0	0	0.002
12.49367457	chr12	49367457	SPATS2	UTR5	7	8	8	0	43	0.847	0	0	0.0035
12.49622241	chr12	49622241	FAM186B->PRPF40B	intergenic	5	6	6	0	22	1.099	0	0	0.5555
12.50505002	chr12	50505002	DIP2B	UTR5	7	11	11	4	162	9.5705	143	9	0.978
12.51083377	chr12	51083377	CSRNP2	UTR5	7	8	8	3	15	0.0765	0	0	0
12.51591345	chr12	51591345	SCN8A	UTR5	3	4	4	3	30	0.535	0	0	0.008
12.51814625	chr12	51814625	SCN8A->FIGNL2	intergenic	4	5	5	0	28	0.4485	0	0	0.01
12.51951710	chr12	51951710	ACVR1B	UTR5	8	8	8	0	50	1.0775	2	0	0.101
12.52014894	chr12	52014894	TAMALIN	exonic	8	10	10	0	33	2.557	0	0	0.054
12.52037072	chr12	52037072	NR4A1	intronic	4	5	5	0	38	0.463	0	0	0.0055
12.52037288	chr12	52037288	NR4A1	intronic	4	5	5	0	53	1.012	1	0	0.012
12.52675337	chr12	52675337	KRT1	exonic	4	5	5	0	38	0.4465	0	0	0.0015
12.52675406	chr12	52675406	KRT1	exonic	3	4	4	3	53	3.189	2	0	0.0165
12.52675484	chr12	52675484	KRT1	exonic	4	6	5	3	53	5.6	7	0	0.031
12.52691263	chr12	52691263	KRT77	exonic	7	8	8	0	17	0.3555	0	0	0.0035
12.52714391	chr12	52714391	KRT77->KRT76	intergenic	4	5	5	0	27	0.36	0	0	0.0025
12.53223495	chr12	53223495	RARG	intronic	3	4	4	4	50	3.922	5	0	0.0115
12.53380401	chr12	53380401	SP1	intronic	5	6	6	0	26	0.49	0	0	0.0095
12.53752155	chr12	53752155	CISTR	ncRNA	7	8	8	8	12	0.0435	0	0	0
12.53938990	chr12	53938990	HOXC13	exonic	10	11	11	0	20	0.3975	0	0	0.0025
12.53939661	chr12	53939661	HOXC13	intronic	4	5	5	0	8	0.1365	0	0	5e-04
12.53955359	chr12	53955359	HOXC12	exonic	10	11	11	4	31	0.5035	0	0	0.003
12.53994838	chr12	53994838	HOXC-AS2	downstream	3	4	4	3	48	0.611	0	0	0.011
12.54009025	chr12	54009025	HOXC8	UTR5	16	17	18	0	42	2.2125	0	0	0.4185
12.54549606	chr12	54549606	PDE1B	UTR5	12	13	13	1	36	1.3385	0	0	0.027
12.55743401	chr12	55743401	GDF11	exonic	13	14	14	0	51	1.405	2	0	0.0515
12.56007537	chr12	56007537	IKZF4	UTR5	5	6	6	0	90	0.755	1	0	0.0025
12.56104689	chr12	56104689	PA2G4	UTR5	3	4	4	2	5	0.0255	0	0	0
12.56118304	chr12	56118304	ZC3H10	UTR5	4	5	5	4	39	0.336	0	0	0.001
12.56169543	chr12	56169543	SMARCC2	exonic	3	4	4	3	4	0.0225	0	0	5e-04
12.56189552	chr12	56189552	SMARCC2	upstream	6	7	7	0	41	1.4575	0	0	0.014
12.56258303	chr12	56258303	ANKRD52	UTR5	6	7	7	0	35	0.439	0	0	0.002
12.56258348	chr12	56258348	ANKRD52	UTR5	6	6	7	0	11	0.47	0	0	0.5015
12.56634966	chr12	56634966	BAZ2A	intronic	5	6	6	2	18	0.1545	0	0	0.002
12.56635040	chr12	56635040	BAZ2A	intronic	3	4	4	4	46	0.9035	0	0	0.0015
12.56688139	chr12	56688139	PTGES3	UTR5	4	5	5	5	10	0.219	0	0	0.007
12.57006432	chr12	57006432	ZBTB39	UTR5	3	4	4	0	33	1.987	0	0	0.0185
12.57522718	chr12	57522718	MBD6	upstream	20	24	24	0	65	4.2145	5	0	0.2025
12.57522868	chr12	57522868	MBD6	UTR5	5	6	6	5	50	0.511	1	0	0.001
12.57737517	chr12	57737517	AGAP2	exonic	8	9	9	1	43	0.3735	0	0	0.001
12.57738382	chr12	57738382	AGAP2	intronic	7	8	8	0	26	0.4345	0	0	0.0045
12.57755080	chr12	57755080	MARCHF9	upstream	5	8	6	0	55	9.548	25	0	0.1125
12.57755766	chr12	57755766	MARCHF9	exonic	8	10	10	0	52	1.8975	4	0	0.026
12.62260728	chr12	62260728	USP15	intronic	5	6	6	5	10	0.0495	0	0	5e-04
12.64404467	chr12	64404467	XPOT	UTR5	10	11	11	0	44	0.6465	0	0	0.0085
12.65169840	chr12	65169840	LEMD3	exonic	6	7	7	0	45	0.5875	0	0	0.0045
12.65170058	chr12	65170058	LEMD3	exonic	3	4	4	4	38	0.2225	0	0	0
12.6540538	chr12	6540538	IFFO1	exonic	4	5	5	4	15	0.091	0	0	5e-04
12.65742514	chr12	65742514	LOC100507065->RPSAP52	intergenic	4	5	5	0	22	0.2775	0	0	0.002
12.65824211	chr12	65824211	RPSAP52	ncRNA	4	5	5	0	19	0.221	0	0	5e-04
12.65825012	chr12	65825012	RPSAP52	ncRNA	5	6	6	6	40	0.4585	0	0	0.064
12.6689101	chr12	6689101	ZNF384	UTR5	7	8	8	2	30	1.1495	0	0	0.012
12.67069309	chr12	67069309	GRIP1	UTR5	7	7	6	1	100	2.142	1	1	0.157
12.67135	chr12	67135	IQSEC3	exonic	3	4	4	3	8	0.0585	0	0	0.001
12.67269644	chr12	67269644	CAND1	UTR5	9	10	10	0	24	0.7255	0	0	0.007
12.67649050	chr12	67649050	DYRK2	UTR5	4	5	5	2	52	1.8335	2	0	0.005
12.67649086	chr12	67649086	DYRK2	UTR5	5	6	6	0	47	0.744	0	0	0.004
12.6766570	chr12	6766570	PTMS	UTR5	10	12	12	0	55	3.8065	9	0	0.7715
12.6766756	chr12	6766756	PTMS	intronic	5	6	6	1	38	0.586	0	0	0.0015
12.68611263	chr12	68611263	RAP1B	intronic	4	5	5	0	59	0.8905	1	0	0.0095
12.6867392	chr12	6867392	TPI1->USP5	intergenic	6	7	7	1	47	0.982	0	0	0.515
12.6914559	chr12	6914559	ENO2->LRRC23	intergenic	5	6	6	0	51	1.086	1	0	0.006
12.69239611	chr12	69239611	CPSF6	UTR5	6	7	7	3	31	0.3615	0	0	0.005
12.69240134	chr12	69240134	CPSF6	intronic	4	5	5	4	33	0.696	0	0	0.0035
12.6928245	chr12	6928245	ATN1	UTR5	4	5	5	0	48	1.0765	0	0	0.065
12.6928309	chr12	6928309	ATN1	UTR5	3	4	4	3	15	0.237	0	0	0.0115
12.69284218	chr12	69284218	CPSF6->LYZ	intergenic	5	6	6	6	8	0.0475	0	0	0
12.6928486	chr12	6928486	ATN1	intronic	3	4	4	1	51	1.125	2	0	0.1065
12.69359944	chr12	69359944	YEATS4	UTR5	3	4	4	1	5	0.0285	0	0	0
12.70366537	chr12	70366537	KCNMB4	UTR5	6	7	7	0	18	0.5185	0	0	0.0085
